name,module,path,p1Path,p2Path,module_type
"M00006  Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P [PATH:map00030 map01200 map01100 map01120]",M00006 ,map00030 map01200 map01100 map01120,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00007  Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map00030 map01200 map01230 map01100 map01120]",M00007 ,map00030 map01200 map01230 map01100 map01120,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00580  Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map00030 map01200 map01230 map01100 map01120]",M00580 ,map00030 map01200 map01230 map01100 map01120,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00005  PRPP biosynthesis, ribose 5P => PRPP [PATH:map00030 map00230 map01200 map01230 map01100]",M00005 ,map00030 map00230 map01200 map01230 map01100,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00008  Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map00030 map01200 map01100 map01120]",M00008 ,map00030 map01200 map01100 map01120,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00308  Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map00030 map01200 map01100 map01120]",M00308 ,map00030 map01200 map01100 map01120,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00633  Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P [PATH:map00030 map00052 map01200 map01100]",M00633 ,map00030 map00052 map01200 map01100,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00309  Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map00030 map00052 map01200 map01100 map01120]",M00309 ,map00030 map00052 map01200 map01100 map01120,Central carbohydrate metabolism,Lipid metabolism,pathway
M00014  Glucuronate pathway (uronate pathway) [PATH:map00040 map01100],M00014 ,map00040 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00630  D-Galacturonate degradation (fungi), D-galacturonate => glycerol [PATH:map00040 map01100]",M00630 ,map00040 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00631  D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P [PATH:map00040 map00030 map01100]",M00631 ,map00040 map00030 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00061  D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P [PATH:map00040 map00030 map01100]",M00061 ,map00040 map00030 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
M00081  Pectin degradation [PATH:map00040 map01100],M00081 ,map00040 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00632  Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P [PATH:map00052 map01100]",M00632 ,map00052 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00552  D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052 map01100]",M00552 ,map00052 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00129  Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040 map00053 map01240 map01100]",M00129 ,map00040 map00053 map01240 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00114  Ascorbate biosynthesis, plants, fructose-6P => ascorbate [PATH:map00051 map00053 map01240 map01100 map01110]",M00114 ,map00051 map00053 map01240 map01100 map01110,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00550  Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053 map01100 map01120]",M00550 ,map00053 map01100 map01120,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00854  Glycogen biosynthesis, glucose-1P => glycogen/starch [PATH:map00500 map01100]",M00854 ,map00500 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00855  Glycogen degradation, glycogen => glucose-6P [PATH:map00500 map01100]",M00855 ,map00500 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00565  Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500 map01100 map01110]",M00565 ,map00500 map01100 map01110,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00549  Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520 map01250 map01100]",M00549 ,map00520 map01250 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00554  Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520 map00052 map01250 map01100]",M00554 ,map00520 map00052 map01250 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00892  UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc [PATH:map00520 map01250 map01100]",M00892 ,map00520 map01250 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00909  UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc [PATH:map00520 map01250 map01100]",M00909 ,map00520 map01250 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00761  Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N [PATH:map00520 map01100]",M00761 ,map00520 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
M00012  Glyoxylate cycle [PATH:map00630 map01200 map01100 map01110],M00012 ,map00630 map01200 map01100 map01110,Other carbohydrate metabolism,Lipid metabolism,pathway
M00373  Ethylmalonyl pathway [PATH:map00630 map01200 map01100 map01120],M00373 ,map00630 map01200 map01100 map01120,Other carbohydrate metabolism,Lipid metabolism,pathway
M00740  Methylaspartate cycle [PATH:map00020 map00250 map00630 map01200 map01100 map01120],M00740 ,map00020 map00250 map00630 map01200 map01100 map01120,Other carbohydrate metabolism,Lipid metabolism,pathway
M00532  Photorespiration [PATH:map00630 map01200 map01100 map01110],M00532 ,map00630 map01200 map01100 map01110,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00013  Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA [PATH:map00410 map00640 map01200 map01100]",M00013 ,map00410 map00640 map01200 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00741  Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map00280 map00630 map00640 map01200 map01100]",M00741 ,map00280 map00630 map00640 map01200 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00130  Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562 map01100]",M00130 ,map00562 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00131  Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562 map01100]",M00131 ,map00562 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
"M00132  Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate [PATH:map00562 map01100]",M00132 ,map00562 map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
M00165  Reductive pentose phosphate cycle (Calvin cycle) [PATH:map00710 map01200 map01100 map01120],M00165 ,map00710 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
"M00166  Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map00710 map01200 map01100 map01120]",M00166 ,map00710 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
"M00167  Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map00710 map01200 map01100 map01120]",M00167 ,map00710 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
"M00168  CAM (Crassulacean acid metabolism), dark [PATH:map00620 map00710 map01200 map01100 map01120]",M00168 ,map00620 map00710 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
"M00169  CAM (Crassulacean acid metabolism), light [PATH:map00620 map00710 map01200 map01100 map01120]",M00169 ,map00620 map00710 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
"M00172  C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map00620 map00710 map01200 map01100 map01120]",M00172 ,map00620 map00710 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
"M00171  C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map00710 map01200 map01100 map01120]",M00171 ,map00710 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
"M00170  C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type [PATH:map00710 map01200 map01100 map01120]",M00170 ,map00710 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
M00173  Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120],M00173 ,map00720 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
M00376  3-Hydroxypropionate bi-cycle [PATH:map00720 map01200 map01100 map01120],M00376 ,map00720 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
M00375  Hydroxypropionate-hydroxybutylate cycle [PATH:map00720 map01200 map01100 map01120],M00375 ,map00720 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
M00374  Dicarboxylate-hydroxybutyrate cycle [PATH:map00720 map01200 map01100 map01120],M00374 ,map00720 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
M00377  Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map00720 map01200 map01100 map01120],M00377 ,map00720 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
"M00579  Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate [PATH:map00430 map00620 map00720 map01200 map01100 map01120]",M00579 ,map00430 map00620 map00720 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
"M00620  Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate [PATH:map00720 map01200 map01100 map01120]",M00620 ,map00720 map01200 map01100 map01120,Carbon fixation,Lipid metabolism,pathway
"M00567  Methanogenesis, CO2 => methane [PATH:map00680 map01200 map01100 map01120]",M00567 ,map00680 map01200 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
"M00357  Methanogenesis, acetate => methane [PATH:map00680 map01200 map01100 map01120]",M00357 ,map00680 map01200 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
"M00356  Methanogenesis, methanol => methane [PATH:map00680 map01200 map01100 map01120]",M00356 ,map00680 map01200 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
"M00563  Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680 map01200 map01100 map01120]",M00563 ,map00680 map01200 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
M00358  Coenzyme M biosynthesis [PATH:map00680 map01240 map01100 map01120],M00358 ,map00680 map01240 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
"M00608  2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate [PATH:map00300 map00680 map01210 map01230 map01240 map01100 map01120]",M00608 ,map00300 map00680 map01210 map01230 map01240 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
"M00174  Methane oxidation, methanotroph, methane => formaldehyde [PATH:map00680 map01200 map01220 map01100 map01120]",M00174 ,map00680 map01200 map01220 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
"M00346  Formaldehyde assimilation, serine pathway [PATH:map00680 map01200 map01100 map01120]",M00346 ,map00680 map01200 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
"M00345  Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map00030 map00680 map01200 map01230 map01100 map01120]",M00345 ,map00030 map00680 map01200 map01230 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
"M00344  Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map00680 map01200 map01100 map01120]",M00344 ,map00680 map01200 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
"M00378  F420 biosynthesis, archaea [PATH:map00680 map01240 map01100 map01120]",M00378 ,map00680 map01240 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
M00935  Methanofuran biosynthesis [PATH:map00680 map01240 map01100],M00935 ,map00680 map01240 map01100,Methane metabolism,Lipid metabolism,pathway
"M00422  Acetyl-CoA pathway, CO2 => acetyl-CoA [PATH:map00680 map01200 map01100 map01120]",M00422 ,map00680 map01200 map01100 map01120,Methane metabolism,Lipid metabolism,pathway
"M00175  Nitrogen fixation, nitrogen => ammonia [PATH:map00910 map01100 map01120]",M00175 ,map00910 map01100 map01120,Nitrogen metabolism,Lipid metabolism,pathway
"M00531  Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910 map01100 map01120]",M00531 ,map00910 map01100 map01120,Nitrogen metabolism,Lipid metabolism,pathway
"M00530  Dissimilatory nitrate reduction, nitrate => ammonia [PATH:map00910 map01100 map01120]",M00530 ,map00910 map01100 map01120,Nitrogen metabolism,Lipid metabolism,pathway
"M00529  Denitrification, nitrate => nitrogen [PATH:map00910 map01100 map01120]",M00529 ,map00910 map01100 map01120,Nitrogen metabolism,Lipid metabolism,pathway
"M00528  Nitrification, ammonia => nitrite [PATH:map00910 map01100 map01120]",M00528 ,map00910 map01100 map01120,Nitrogen metabolism,Lipid metabolism,pathway
"M00804  Complete nitrification, comammox, ammonia => nitrite => nitrate [PATH:map00910 map01100 map01120]",M00804 ,map00910 map01100 map01120,Nitrogen metabolism,Lipid metabolism,pathway
"M00176  Assimilatory sulfate reduction, sulfate => H2S [PATH:map00920 map01100 map01120]",M00176 ,map00920 map01100 map01120,Sulfur metabolism,Lipid metabolism,pathway
"M00596  Dissimilatory sulfate reduction, sulfate => H2S [PATH:map00920 map01100 map01120]",M00596 ,map00920 map01100 map01120,Sulfur metabolism,Lipid metabolism,pathway
"M00595  Thiosulfate oxidation by SOX complex, thiosulfate => sulfate [PATH:map00920 map01100 map01120]",M00595 ,map00920 map01100 map01120,Sulfur metabolism,Lipid metabolism,pathway
M00161  Photosystem II [PATH:map00195],M00161 ,map00195,Photosynthesis,Lipid metabolism,pathway
M00163  Photosystem I [PATH:map00195],M00163 ,map00195,Photosynthesis,Lipid metabolism,pathway
M00597  Anoxygenic photosystem II,M00597 ,NA,Photosynthesis,Lipid metabolism,pathway
M00598  Anoxygenic photosystem I,M00598 ,NA,Photosynthesis,Lipid metabolism,pathway
"M00144  NADH:quinone oxidoreductase, prokaryotes [PATH:map00190]",M00144 ,map00190,ATP synthesis,Lipid metabolism,pathway
"M00145  NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria [PATH:map00190]",M00145 ,map00190,ATP synthesis,Lipid metabolism,pathway
"M00142  NADH:ubiquinone oxidoreductase, mitochondria [PATH:map00190]",M00142 ,map00190,ATP synthesis,Lipid metabolism,pathway
"M00143  NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria [PATH:map00190]",M00143 ,map00190,ATP synthesis,Lipid metabolism,pathway
M00146  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex [PATH:map00190],M00146 ,map00190,ATP synthesis,Lipid metabolism,pathway
M00147  NADH dehydrogenase (ubiquinone) 1 beta subcomplex [PATH:map00190],M00147 ,map00190,ATP synthesis,Lipid metabolism,pathway
"M00149  Succinate dehydrogenase, prokaryotes [PATH:map00190]",M00149 ,map00190,ATP synthesis,Lipid metabolism,pathway
"M00150  Fumarate reductase, prokaryotes [PATH:map00190]",M00150 ,map00190,ATP synthesis,Lipid metabolism,pathway
M00148  Succinate dehydrogenase (ubiquinone) [PATH:map00190],M00148 ,map00190,ATP synthesis,Lipid metabolism,pathway
M00162  Cytochrome b6f complex [PATH:map00195],M00162 ,map00195,ATP synthesis,Lipid metabolism,pathway
M00151  Cytochrome bc1 complex respiratory unit [PATH:map00190],M00151 ,map00190,ATP synthesis,Lipid metabolism,pathway
M00152  Cytochrome bc1 complex [PATH:map00190],M00152 ,map00190,ATP synthesis,Lipid metabolism,pathway
M00154  Cytochrome c oxidase [PATH:map00190],M00154 ,map00190,ATP synthesis,Lipid metabolism,pathway
"M00155  Cytochrome c oxidase, prokaryotes [PATH:map00190]",M00155 ,map00190,ATP synthesis,Lipid metabolism,pathway
M00153  Cytochrome bd ubiquinol oxidase [PATH:map00190],M00153 ,map00190,ATP synthesis,Lipid metabolism,pathway
M00417  Cytochrome o ubiquinol oxidase [PATH:map00190],M00417 ,map00190,ATP synthesis,Lipid metabolism,pathway
M00416  Cytochrome aa3-600 menaquinol oxidase [PATH:map00190],M00416 ,map00190,ATP synthesis,Lipid metabolism,pathway
"M00156  Cytochrome c oxidase, cbb3-type [PATH:map00190]",M00156 ,map00190,ATP synthesis,Lipid metabolism,pathway
"M00157  F-type ATPase, prokaryotes and chloroplasts [PATH:map00190 map00195]",M00157 ,map00190 map00195,ATP synthesis,Lipid metabolism,pathway
"M00158  F-type ATPase, eukaryotes [PATH:map00190]",M00158 ,map00190,ATP synthesis,Lipid metabolism,pathway
